article_id,title,source,publish_time,url,data_quality,decision,relevance_score,priority_score,importance_score,confidence,category,relation_level,relation_paths,heat_score,heat_tier,heat_basis,heat_confidence,article_metrics,core_summary,reason,matched_terms,excluded_terms,action_items,analysis_mode
404,刚刚，Codex 首款硬件正式发布，1500块的“AI 监工”外设AppSo,虎嗅,2026-07-16T09:36:46.318656,https://www.huxiu.com/article/4875636.html,title_only,relevant,76,57,57,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",14,unknown,estimated,low,{},标题信息：刚刚，Codex 首款硬件正式发布，1500块的“AI 监工”外设AppSo,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
608,浙江大学发布AI自主科研系统“求是引擎”,中国经济网,2026-07-16T09:37:03.783035,http://www.ce.cn/xwzx/gnsz/gdxw/202607/t20260716_3090133.shtml,title_only,relevant,76,57,57,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",13,unknown,estimated,low,{},标题信息：浙江大学发布AI自主科研系统“求是引擎”,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
99,盛视科技新设子公司 含多项AI相关业务,证券时报,2026-07-16T09:27:54.362884,https://www.stcn.com/article/detail/4022260.html,title_only,relevant,76,57,57,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",12,unknown,estimated,low,{},标题信息：盛视科技新设子公司 含多项AI相关业务,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
95,海天瑞声成立数智科技新公司 含AI业务,证券时报,2026-07-16T09:27:54.361368,https://www.stcn.com/article/detail/4022296.html,title_only,relevant,76,57,57,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",12,unknown,estimated,low,{},标题信息：海天瑞声成立数智科技新公司 含AI业务,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
86,利好来了！华为、苹果在列，手机AI“准生证”获批（附股）,证券时报,2026-07-16T09:27:54.357859,https://www.stcn.com/article/detail/4022079.html,title_only,relevant,76,57,57,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",12,unknown,estimated,low,{},标题信息：利好来了！华为、苹果在列，手机AI“准生证”获批（附股）,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
74,资本巨头，大动作！AI制药商业化落地提速，新赛道来了？,证券时报,2026-07-16T09:27:54.339535,https://www.stcn.com/article/detail/4022162.html,title_only,relevant,76,57,57,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",12,unknown,estimated,low,{},标题信息：资本巨头，大动作！AI制药商业化落地提速，新赛道来了？,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
66,国产AI软硬件协同破局 “自主可控”打造硬核底色,证券时报,2026-07-16T09:27:54.336497,https://www.stcn.com/article/detail/4021913.html,title_only,relevant,76,57,57,medium,case_study,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",12,unknown,estimated,low,{},标题信息：国产AI软硬件协同破局 “自主可控”打造硬核底色,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
38,00'29''“追光”十年 他以超前判断拿下“全球AI光算力第一股”,第一财经,2026-07-16T09:27:50.501230,https://www.yicai.com/video/103185642.html,title_only,relevant,76,57,57,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",12,unknown,estimated,low,{},标题信息：00'29''“追光”十年 他以超前判断拿下“全球AI光算力第一股”,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
34,03'39''AI大潮中的横店：真人都去哪儿了？,第一财经,2026-07-16T09:27:50.499658,https://www.yicai.com/video/103233579.html,title_only,relevant,76,57,57,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",12,unknown,estimated,low,{},标题信息：03'39''AI大潮中的横店：真人都去哪儿了？,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
59,货币政策、信贷、离岸人民币…央行发布会回应十大热点！结构性货币政策工具后续是否会继续创新？全球通胀和主要经济体货币政策调整对中国会带来哪些影响？昨天 20:13,第一财经,2026-07-16T09:27:50.811846,https://www.yicai.com/news/103276618.html,title_only,relevant,66,56,61,medium,policy,contextual,"[{""id"": ""finance_capital"", ""label"": ""融资与经营资金"", ""relation_level"": ""contextual"", ""opc_impact"": ""影响个人创业者获得启动资金、信贷和现金流支持的条件"", ""score"": 12.8, ""matched_terms"": [""信贷"", ""货币政策""]}, {""id"": ""policy_compliance"", ""label"": ""注册、税务与合规"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的注册门槛、税务成本、用工方式和合规风险"", ""score"": 10.2, ""matched_terms"": [""政策""]}]",34,low,estimated,low,{},标题信息：货币政策、信贷、离岸人民币…央行发布会回应十大热点！结构性货币政策工具后续是否会继续创新？全球通胀和主要经济体货币政策调整对中国会带来哪些影响？昨天 20:13,OPC 关联路径：融资与经营资金：影响个人创业者获得启动资金、信贷和现金流支持的条件（命中 信贷、货币政策）；注册、税务与合规：影响一人公司的注册门槛、税务成本、用工方式和合规风险（命中 政策）；原始记录只有标题，不能核实正文细节,"[""信贷"", ""政策"", ""货币政策""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
300,为什么说AI时代人最稀缺的是品味？丨霞光FM,21世纪经济报道,2026-07-16T09:34:17.224974,https://m.21jingji.com/article/20260715/herald/126e2b87e0bdecea30dc40afacaa6b99.html,title_only,relevant,76,56,56,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",11,unknown,estimated,low,{},标题信息：为什么说AI时代人最稀缺的是品味？丨霞光FM,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
295,21社论丨加强体系协同，筑牢中国AI系统性竞争优势,21世纪经济报道,2026-07-16T09:34:17.222899,https://m.21jingji.com/article/20260716/622a26e21cf181df13138366636be1e5.html,title_only,relevant,76,56,56,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",11,unknown,estimated,low,{},标题信息：21社论丨加强体系协同，筑牢中国AI系统性竞争优势,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
291,世行首席经济学家：AI可能成为发展中国家跨越增长瓶颈的新机遇,21世纪经济报道,2026-07-16T09:34:17.200553,https://m.21jingji.com/article/20260715/herald/33e094265ee3912410f5f020b99d37a6.html,title_only,relevant,76,56,56,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",11,unknown,estimated,low,{},标题信息：世行首席经济学家：AI可能成为发展中国家跨越增长瓶颈的新机遇,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
281,多家银行推出刷卡送Token，AI权益能否替信用卡“改命”？,21世纪经济报道,2026-07-16T09:34:17.196671,https://m.21jingji.com/article/20260715/herald/7a5be05750a27c580c88a47781d22ce5.html,title_only,relevant,76,56,56,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",11,unknown,estimated,low,{},标题信息：多家银行推出刷卡送Token，AI权益能否替信用卡“改命”？,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
274,7×24小时不间断作业 AI驱动实验室赋能产业升级,21世纪经济报道,2026-07-16T09:34:17.194372,https://m.21jingji.com/article/20260716/herald/8fa8eab8d050576de9395853012406cf.html,title_only,relevant,76,56,56,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",11,unknown,estimated,low,{},标题信息：7×24小时不间断作业 AI驱动实验室赋能产业升级,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
268,韩股坐上“过山车”！资金不再All in AI，布局这些方向,21世纪经济报道,2026-07-16T09:34:17.178090,https://m.21jingji.com/article/20260716/herald/7c15862b8da7726dc804617f7df6b6c6.html,title_only,relevant,76,56,56,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",11,unknown,estimated,low,{},标题信息：韩股坐上“过山车”！资金不再All in AI，布局这些方向,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
489,地方新闻精选 | 吉林辉南县要求居民就近就高转移 东莞一书法获奖作品被判定为AI生成,界面新闻,2026-07-16T09:36:48.356598,https://www.jiemian.com/article/14769301.html,title_only,relevant,76,56,56,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",10,unknown,estimated,low,{},标题信息：地方新闻精选 | 吉林辉南县要求居民就近就高转移 东莞一书法获奖作品被判定为AI生成,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
439,第一份工作正在消失：AI如何切断年轻人的职业阶梯？腾讯新闻大声思考©,虎嗅,2026-07-16T09:36:46.343052,https://www.huxiu.com/article/4871553.html,title_only,relevant,76,56,56,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",10,unknown,estimated,low,{},标题信息：第一份工作正在消失：AI如何切断年轻人的职业阶梯？腾讯新闻大声思考©,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
402,AI正在制造一个普遍巨婴的社会？不懂经©,虎嗅,2026-07-16T09:36:46.317652,https://m.huxiu.com/article/4875624.html,title_only,relevant,76,56,56,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",10,unknown,estimated,low,{},标题信息：AI正在制造一个普遍巨婴的社会？不懂经©,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
395,8点1氪丨国行苹果AI功能完成备案；三家共享单车上调起步价；知情人曝DeepSeek开始筹备IPO,36氪,2026-07-16T09:34:31.821761,https://36kr.com/p/3897553391978371,title_only,relevant,76,56,56,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",10,unknown,estimated,low,{},标题信息：8点1氪丨国行苹果AI功能完成备案；三家共享单车上调起步价；知情人曝DeepSeek开始筹备IPO,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
393,等了两年，国行苹果AI终于通过备案，接入千问,36氪,2026-07-16T09:34:31.820258,https://36kr.com/p/3896830991320962,title_only,relevant,76,56,56,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",10,unknown,estimated,low,{},标题信息：等了两年，国行苹果AI终于通过备案，接入千问,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
392,AI制药正迎来关键一跃，资本巨头竞逐新赛道,36氪,2026-07-16T09:34:31.810019,https://36kr.com/newsflashes/3897551464826760,title_only,relevant,76,56,56,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",10,unknown,estimated,low,{},标题信息：AI制药正迎来关键一跃，资本巨头竞逐新赛道,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
160,景林资产2026年中致信：AI是一次全球生产函数的变化，核心资产面临重新定义,每经网,2026-07-16T09:28:01.080891,https://www.nbd.com.cn/articles/2026-07-01/4443996.html,title_only,relevant,76,56,56,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",10,unknown,estimated,low,{},标题信息：景林资产2026年中致信：AI是一次全球生产函数的变化，核心资产面临重新定义,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
157,减持快手超百亿港元、转身重仓可灵AI，腾讯一场“腾笼换鸟”：照见互联网AI转型分水岭,每经网,2026-07-16T09:28:01.079389,https://www.nbd.com.cn/articles/2026-07-08/4459914.html,title_only,relevant,76,56,56,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",10,unknown,estimated,low,{},标题信息：减持快手超百亿港元、转身重仓可灵AI，腾讯一场“腾笼换鸟”：照见互联网AI转型分水岭,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
537,ChatGPT再更新，AI来到超级应用前夜,投资界,2026-07-16T09:36:58.694561,https://news.pedaily.cn/202607/566351.shtml,title_only,relevant,76,56,56,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",9,unknown,estimated,low,{},标题信息：ChatGPT再更新，AI来到超级应用前夜,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
529,17部播放量破亿，「种地DNA」在AI短剧里复活了,投资界,2026-07-16T09:36:58.691037,https://news.pedaily.cn/202607/566360.shtml,title_only,relevant,76,56,56,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",9,unknown,estimated,low,{},标题信息：17部播放量破亿，「种地DNA」在AI短剧里复活了,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
516,首发| 90后教授用AI造火箭，临界航天天使轮火了,投资界,2026-07-16T09:36:58.674712,https://news.pedaily.cn/202607/566378.shtml,title_only,relevant,76,56,56,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",9,unknown,estimated,low,{},标题信息：首发| 90后教授用AI造火箭，临界航天天使轮火了,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
509,人在Meta，休个病假/产假转身被AI裁了？,投资界,2026-07-16T09:36:58.671684,https://news.pedaily.cn/202607/566384.shtml,title_only,relevant,76,56,56,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",9,unknown,estimated,low,{},标题信息：人在Meta，休个病假/产假转身被AI裁了？,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
352,总市值400亿，潮汕中专生去敲钟，成AI商业物联网第一股,创业邦,2026-07-16T09:34:27.975373,https://www.cyzone.cn/article/832109.html,title_only,relevant,76,56,56,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",9,unknown,estimated,low,{},标题信息：总市值400亿，潮汕中专生去敲钟，成AI商业物联网第一股,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
347,库克WWDC谢幕之作，Siri AI借谷歌Gemini重生，中国还要再等等,创业邦,2026-07-16T09:34:27.973867,https://www.cyzone.cn/article/836163.html,title_only,relevant,76,56,56,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",9,unknown,estimated,low,{},标题信息：库克WWDC谢幕之作，Siri AI借谷歌Gemini重生，中国还要再等等,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
337,离谱到家！一张AI假图，拿下了摄影比赛一等奖,创业邦,2026-07-16T09:34:27.959717,https://www.cyzone.cn/article/839937.html,title_only,relevant,76,56,56,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",9,unknown,estimated,low,{},标题信息：离谱到家！一张AI假图，拿下了摄影比赛一等奖,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
335,奇绩、徐汇资本双轮加注，00后AI原生团队用DM Agent OS重塑商品与内容的流转逻辑,创业邦,2026-07-16T09:34:27.958700,https://www.cyzone.cn/article/840013.html,title_only,relevant,76,56,56,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",9,unknown,estimated,low,{},标题信息：奇绩、徐汇资本双轮加注，00后AI原生团队用DM Agent OS重塑商品与内容的流转逻辑,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
329,AI玩具狂飙，风口还是裸泳？,创业邦,2026-07-16T09:34:27.956697,https://www.cyzone.cn/article/839941.html,title_only,relevant,76,56,56,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",9,unknown,estimated,low,{},标题信息：AI玩具狂飙，风口还是裸泳？,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
328,AI与职业这三年：震荡、规律与职业群像,创业邦,2026-07-16T09:34:27.955690,https://www.cyzone.cn/article/839950.html,title_only,relevant,76,56,56,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",9,unknown,estimated,low,{},标题信息：AI与职业这三年：震荡、规律与职业群像,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
