article_id,title,source,publish_time,url,data_quality,decision,relevance_score,priority_score,importance_score,confidence,category,relation_level,relation_paths,heat_score,heat_tier,heat_basis,heat_confidence,article_metrics,core_summary,reason,matched_terms,excluded_terms,action_items,analysis_mode
2094,烧掉16万美金，狂飙100万行代码！Bun之父用Claude重写底层,投资界,2026-07-20 16:47,https://news.pedaily.cn/202607/566579.shtml,full_text,review,68,56,56,medium,case_study,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 14.0, ""matched_terms"": [""AI"", ""智能体""]}, {""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 6.0, ""matched_terms"": [""创业""]}]",29,low,estimated,low,{},"烧掉16万美金，狂飙100万行代码！Bun之父用Claude重写底层,Anthropic首次公开CC大规模代码迁移“全流程”，Bun之父两周内将Bun从Zig迁到Rust，成本大幅降低，本文还介绍了其它成功案例并给出了六步框架。",OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、智能体）；创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 创业）；关联词仅出现在网页正文，缺少标题或摘要主信号，已降级为正文级复核,"[""AI"", ""创业"", ""智能体""]",[],[],rules
2351,蚂蚁国际完成约12亿美元A轮融资，蚂蚁集团、阿里等参与,澎湃新闻,2026-07-21 11:26,https://www.thepaper.cn/newsDetail_forward_33626627,full_text,review,69,56,56,medium,news,contextual,"[{""id"": ""finance_capital"", ""label"": ""融资与经营资金"", ""relation_level"": ""contextual"", ""opc_impact"": ""影响个人创业者获得启动资金、信贷和现金流支持的条件"", ""score"": 19.6, ""matched_terms"": [""普惠金融"", ""融资""]}, {""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 6.0, ""matched_terms"": [""AI""]}]",27,low,estimated,low,{},7月21日，蚂蚁国际宣布已完成A轮融资。蚂蚁集团以及包括阿里巴巴在内的一些现有股东和多家国际知名投资机构参与了本轮融资。据悉，本轮融资金额约12亿美元，将用于,OPC 关联路径：融资与经营资金：影响个人创业者获得启动资金、信贷和现金流支持的条件（命中 普惠金融、融资）；AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）,"[""AI"", ""普惠金融"", ""融资""]",[],[],rules
2284,融资丨一目科技完成超10亿元E轮融资，估值破百亿,创业邦,2026-07-20,https://www.cyzone.cn/article/840553.html,full_text,review,69,56,56,medium,case_study,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 24.0, ""matched_terms"": [""AI"", ""人工智能"", ""大模型"", ""自动化""]}, {""id"": ""finance_capital"", ""label"": ""融资与经营资金"", ""relation_level"": ""contextual"", ""opc_impact"": ""影响个人创业者获得启动资金、信贷和现金流支持的条件"", ""score"": 12.6, ""matched_terms"": [""融资""]}]",27,low,estimated,low,{},本轮融资由多家一线人民币基金、头部美元基金和知名产业方联合参与。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能、大模型、自动化）；融资与经营资金：影响个人创业者获得启动资金、信贷和现金流支持的条件（命中 融资）,"[""AI"", ""人工智能"", ""大模型"", ""自动化"", ""融资""]",[],[],rules
2226,“黄牛票”被炒至上千元，今年最火中国新闻周刊·昨天22:32·2.6万阅读,搜狐财经,2026年7月21日,https://m.sohu.com/a/1052632761_220095?scm=10001.793_14-200000.0.0-0-0-0-0.,full_text,review,69,56,56,medium,case_study,core,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 28.2, ""matched_terms"": [""AI"", ""人工智能"", ""智能体""]}, {""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 13.0, ""matched_terms"": [""创业"", ""创业者""]}, {""id"": ""growth_channels"", ""label"": ""获客与增长渠道"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的低成本获客、销售渠道与市场扩张能力"", ""score"": 6.0, ""matched_terms"": [""营销""]}]",27,low,estimated,low,{},上海财经大学数字经济研究院副院长崔丽丽也对《中国新闻周刊》表示，今年WAIC展现出的最强烈变化，是AI在很大程度上褪去了“炫技”外衣，不再是过去纯对话的软件或只会跳舞的机器人，而是转向务实的产业端，解决实际…,直接命中 OPC 主题词：OPC；OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能、智能体）；创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 创业、创业者）；获客与增长渠道：影响一人公司的低成本获客、销售渠道与市场扩张能力（命中 营销）；存在公司/创业/监管语境,"[""AI"", ""OPC"", ""人工智能"", ""公司"", ""创业"", ""创业者"", ""智能体"", ""营销""]",[],[],rules
2126,昆仑万维举办WAIC专场,中国经济网,2026年07月20日 10:51,http://city.ce.cn/fw/202607/t20260720_3096484.shtml,full_text,review,69,56,56,medium,case_study,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 39.4, ""matched_terms"": [""AI"", ""AIGC"", ""人工智能"", ""大模型"", ""自动化""]}, {""id"": ""growth_channels"", ""label"": ""获客与增长渠道"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的低成本获客、销售渠道与市场扩张能力"", ""score"": 4.0, ""matched_terms"": [""短视频""]}, {""id"": ""market_opportunity"", ""label"": ""商业模式与市场机会"", ""relation_level"": ""contextual"", ""opc_impact"": ""帮助一人公司识别可由个人切入的新需求、商业模式和细分市场"", ""score"": 3.0, ""matched_terms"": [""消费趋势""]}]",27,low,estimated,low,{},昆仑万维WAIC专场论坛：董事长兼CEO方汉宣布2026为“世界模型元年”,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、AIGC、人工智能、大模型、自动化）；获客与增长渠道：影响一人公司的低成本获客、销售渠道与市场扩张能力（命中 短视频）；商业模式与市场机会：帮助一人公司识别可由个人切入的新需求、商业模式和细分市场（命中 消费趋势）,"[""AI"", ""AIGC"", ""人工智能"", ""大模型"", ""消费趋势"", ""短视频"", ""自动化""]",[],[],rules
1918,新一代通信网“新”在哪？工信部回应,21世纪经济报道,2026-07-20 11:32,https://m.21jingji.com/article/20260720/herald/c8816a3067a64a127fc378afeae18003.html,full_text,review,69,56,61,medium,policy,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 13.0, ""matched_terms"": [""AI"", ""人工智能""]}, {""id"": ""policy_compliance"", ""label"": ""注册、税务与合规"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的注册门槛、税务成本、用工方式和合规风险"", ""score"": 9.0, ""matched_terms"": [""政策"", ""知识产权""]}, {""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 6.0, ""matched_terms"": [""工作室""]}]",27,low,estimated,low,{},21世纪经济报道记者 周潇枭 北京报道7月20日，国新办举行新闻发布会，介绍2026年上半年工业和信息化发展情况。（国新办发布会现场，拍摄：周潇枭）工业和信息化部新闻发言人、信息通信管理局局长谢存在发...,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能）；注册、税务与合规：影响一人公司的注册门槛、税务成本、用工方式和合规风险（命中 政策、知识产权）；创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 工作室）；关联词仅出现在网页正文，缺少标题或摘要主信号，已降级为正文级复核,"[""AI"", ""人工智能"", ""工作室"", ""政策"", ""知识产权""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
1893,爆仓散户怒撕任泽平！牛市亏钱才是普通投资者的常态,搜狐财经,2026年7月21日,https://www.sohu.com/a/1052344458_405849?scm=10001.327_13-327_13-61_61.0-0.0-0-0-0-0.0,full_text,review,69,56,61,medium,policy,operational,"[{""id"": ""growth_channels"", ""label"": ""获客与增长渠道"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的低成本获客、销售渠道与市场扩张能力"", ""score"": 13.0, ""matched_terms"": [""电商"", ""私域""]}, {""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 7.0, ""matched_terms"": [""副业""]}, {""id"": ""market_opportunity"", ""label"": ""商业模式与市场机会"", ""relation_level"": ""contextual"", ""opc_impact"": ""帮助一人公司识别可由个人切入的新需求、商业模式和细分市场"", ""score"": 6.0, ""matched_terms"": [""知识付费""]}]",27,low,estimated,low,{},网传聊天截图显示，有人在任泽平的付费课程会员群中称，任泽平为了会员费没有底线，听了他对于“科技牛”的判断，满仓满融、坚定持有两只股票。在一声声的赞美和P的盈利晒单中，不少股民对“荐股老师”的话言听计从，直…,OPC 关联路径：获客与增长渠道：影响一人公司的低成本获客、销售渠道与市场扩张能力（命中 电商、私域）；创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 副业）；商业模式与市场机会：帮助一人公司识别可由个人切入的新需求、商业模式和细分市场（命中 知识付费）；关联词仅出现在网页正文，缺少标题或摘要主信号，已降级为正文级复核,"[""副业"", ""电商"", ""知识付费"", ""私域""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
1890,1字节跳动金主套现跑路，一个时代结束了,搜狐财经,2026年7月21日,https://www.sohu.com/a/1052446063_660888?scm=10001.327_13-327_13-61_61.0-0.0-0-0-0-0.0,full_text,review,69,56,56,medium,case_study,operational,"[{""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 13.0, ""matched_terms"": [""创业"", ""创业者""]}, {""id"": ""finance_capital"", ""label"": ""融资与经营资金"", ""relation_level"": ""contextual"", ""opc_impact"": ""影响个人创业者获得启动资金、信贷和现金流支持的条件"", ""score"": 6.6, ""matched_terms"": [""融资""]}, {""id"": ""market_opportunity"", ""label"": ""商业模式与市场机会"", ""relation_level"": ""contextual"", ""opc_impact"": ""帮助一人公司识别可由个人切入的新需求、商业模式和细分市场"", ""score"": 5.0, ""matched_terms"": [""商业模式""]}]",27,low,estimated,low,{},真正画上句号的，是SIG持续了二十年的中国早期风险投资。2012年下半年，张一鸣启动新一轮轮融资，王琼带他见了至少20家投资机构，几乎把所有能约的投资人都见了一遍，讲到失声。过去二十年，这类外资风投基金…,OPC 关联路径：创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 创业、创业者）；融资与经营资金：影响个人创业者获得启动资金、信贷和现金流支持的条件（命中 融资）；商业模式与市场机会：帮助一人公司识别可由个人切入的新需求、商业模式和细分市场（命中 商业模式）,"[""创业"", ""创业者"", ""商业模式"", ""融资""]",[],[],rules
1880,新易盛股价为何较高点回撤近22%？,搜狐财经,2026年7月21日,https://www.sohu.com/a/1052199793_115362?scm=10001.611_14-200000.0.0-0-0-0-0.,full_text,review,69,56,56,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 25.4, ""matched_terms"": [""AI"", ""云服务"", ""人工智能""]}]",27,low,estimated,low,{},7月19日下午，A股光模块巨头新易盛（SZ300502，股价482.88元，市值6733亿元）披露2026年上半年业绩预告。对于今年上半年业绩同比大幅预增的原因，新易盛称，报告期内公司受益于人工智能相关算…,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、云服务、人工智能）,"[""AI"", ""云服务"", ""人工智能""]",[],[],rules
1879,蒸发1000亿！科创板大牛股，拐点来了？,搜狐财经,2026年7月21日,https://www.sohu.com/a/1052198782_532789?scm=10001.611_14-200000.0.0-0-0-0-0.,full_text,review,69,56,56,medium,case_study,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 13.2, ""matched_terms"": [""AI""]}, {""id"": ""growth_channels"", ""label"": ""获客与增长渠道"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的低成本获客、销售渠道与市场扩张能力"", ""score"": 12.0, ""matched_terms"": [""流量"", ""获客""]}, {""id"": ""policy_compliance"", ""label"": ""注册、税务与合规"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的注册门槛、税务成本、用工方式和合规风险"", ""score"": 6.0, ""matched_terms"": [""知识产权""]}, {""id"": ""finance_capital"", ""label"": ""融资与经营资金"", ""relation_level"": ""contextual"", ""opc_impact"": ""影响个人创业者获得启动资金、信贷和现金流支持的条件"", ""score"": 5.0, ""matched_terms"": [""利率"", ""融资""]}, {""id"": ""market_opportunity"", ""label"": ""商业模式与市场机会"", ""relation_level"": ""contextual"", ""opc_impact"": ""帮助一人公司识别可由个人切入的新需求、商业模式和细分市场"", ""score"": 5.0, ""matched_terms"": [""商业模式""]}]",27,low,estimated,low,{},2025年夏天，是“易中天”等AI硬件股大涨的高光时刻，影石创新作为运动相机公司，自然沾上了“AI硬件”这一超级热门概念。影石创新在2025年二季度上市，当公司扣非净利润3.31亿元，恰好是全年以及过去几年…,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；获客与增长渠道：影响一人公司的低成本获客、销售渠道与市场扩张能力（命中 流量、获客）；注册、税务与合规：影响一人公司的注册门槛、税务成本、用工方式和合规风险（命中 知识产权）；融资与经营资金：影响个人创业者获得启动资金、信贷和现金流支持的条件（命中 利率、融资）,"[""AI"", ""利率"", ""商业模式"", ""流量"", ""知识产权"", ""获客"", ""融资""]",[],[],rules
1869,太意外！2026年薪资暴涨的十大行业，彻底洗牌,搜狐财经,2026年7月21日,https://www.sohu.com/a/1052338110_114835?scm=10001.611_14-200000.0.0-0-0-0-0.,full_text,review,69,56,61,medium,policy,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 17.0, ""matched_terms"": [""AI"", ""大模型"", ""自动化""]}, {""id"": ""policy_compliance"", ""label"": ""注册、税务与合规"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的注册门槛、税务成本、用工方式和合规风险"", ""score"": 3.0, ""matched_terms"": [""政策""]}]",27,low,estimated,low,{},半导体行业是一条横跨设计、制造、设备、材料、封装测试等多个环节的超长产业链，不同环节之间，无论薪资水平、技术门槛还是职业发展，都存在巨大差异。这意味着，“半导体高薪”从来不是整个行业的平均值，而更多集中在…,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、大模型、自动化）；注册、税务与合规：影响一人公司的注册门槛、税务成本、用工方式和合规风险（命中 政策）；关联词仅出现在网页正文，缺少标题或摘要主信号，已降级为正文级复核,"[""AI"", ""大模型"", ""政策"", ""自动化""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
1856,字节跳动金主套现跑路，一个时代结束了,搜狐财经,2026年7月21日,https://www.sohu.com/a/1052446063_660888?scm=10001.793_14-200000.0.0-0-0-0-0.,full_text,review,69,56,56,medium,case_study,operational,"[{""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 13.0, ""matched_terms"": [""创业"", ""创业者""]}, {""id"": ""finance_capital"", ""label"": ""融资与经营资金"", ""relation_level"": ""contextual"", ""opc_impact"": ""影响个人创业者获得启动资金、信贷和现金流支持的条件"", ""score"": 6.6, ""matched_terms"": [""融资""]}, {""id"": ""market_opportunity"", ""label"": ""商业模式与市场机会"", ""relation_level"": ""contextual"", ""opc_impact"": ""帮助一人公司识别可由个人切入的新需求、商业模式和细分市场"", ""score"": 5.0, ""matched_terms"": [""商业模式""]}]",27,low,estimated,low,{},真正画上句号的，是SIG持续了二十年的中国早期风险投资。2012年下半年，张一鸣启动新一轮轮融资，王琼带他见了至少20家投资机构，几乎把所有能约的投资人都见了一遍，讲到失声。过去二十年，这类外资风投基金…,OPC 关联路径：创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 创业、创业者）；融资与经营资金：影响个人创业者获得启动资金、信贷和现金流支持的条件（命中 融资）；商业模式与市场机会：帮助一人公司识别可由个人切入的新需求、商业模式和细分市场（命中 商业模式）,"[""创业"", ""创业者"", ""商业模式"", ""融资""]",[],[],rules
1855,“黄牛票”被炒至上千元，今年最火,搜狐财经,2026年7月21日,https://www.sohu.com/a/1052632761_220095?scm=10001.793_14-200000.0.0-0-0-0-0.,full_text,review,69,56,56,medium,case_study,core,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 28.2, ""matched_terms"": [""AI"", ""人工智能"", ""智能体""]}, {""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 13.0, ""matched_terms"": [""创业"", ""创业者""]}, {""id"": ""growth_channels"", ""label"": ""获客与增长渠道"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的低成本获客、销售渠道与市场扩张能力"", ""score"": 6.0, ""matched_terms"": [""营销""]}]",27,low,estimated,low,{},上海财经大学数字经济研究院副院长崔丽丽也对《中国新闻周刊》表示，今年WAIC展现出的最强烈变化，是AI在很大程度上褪去了“炫技”外衣，不再是过去纯对话的软件或只会跳舞的机器人，而是转向务实的产业端，解决实际…,直接命中 OPC 主题词：OPC；OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能、智能体）；创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 创业、创业者）；获客与增长渠道：影响一人公司的低成本获客、销售渠道与市场扩张能力（命中 营销）；存在公司/创业/监管语境,"[""AI"", ""OPC"", ""人工智能"", ""公司"", ""创业"", ""创业者"", ""智能体"", ""营销""]",[],[],rules
1673,LABUBU全球破圈 中国文创闪耀世界舞台,中国经济网,2026-07-20 05:58,http://www.ce.cn/xwzx/gnsz/gdxw/202607/t20260720_3094975.shtml,full_text,review,69,56,56,medium,case_study,operational,"[{""id"": ""growth_channels"", ""label"": ""获客与增长渠道"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的低成本获客、销售渠道与市场扩张能力"", ""score"": 15.0, ""matched_terms"": [""出海"", ""流量"", ""营销""]}, {""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 7.0, ""matched_terms"": [""人工智能""]}, {""id"": ""market_opportunity"", ""label"": ""商业模式与市场机会"", ""relation_level"": ""contextual"", ""opc_impact"": ""帮助一人公司识别可由个人切入的新需求、商业模式和细分市场"", ""score"": 3.0, ""matched_terms"": [""消费趋势""]}]",27,low,estimated,low,{},【中国经济新看点】中国文创闪耀世界舞台,OPC 关联路径：获客与增长渠道：影响一人公司的低成本获客、销售渠道与市场扩张能力（命中 出海、流量、营销）；AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 人工智能）；商业模式与市场机会：帮助一人公司识别可由个人切入的新需求、商业模式和细分市场（命中 消费趋势）；关联词仅出现在网页正文，缺少标题或摘要主信号，已降级为正文级复核,"[""人工智能"", ""出海"", ""流量"", ""消费趋势"", ""营销""]",[],[],rules
1672,全国直卖打通供需堵点 二手车流通新生态加速成型,中国经济网,2026-07-19 06:27,http://www.ce.cn/xwzx/gnsz/gdxw/202607/t20260719_3094205.shtml,full_text,review,69,56,61,medium,policy,operational,"[{""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 20.0, ""matched_terms"": [""创业"", ""小微企业"", ""灵活就业""]}, {""id"": ""market_opportunity"", ""label"": ""商业模式与市场机会"", ""relation_level"": ""contextual"", ""opc_impact"": ""帮助一人公司识别可由个人切入的新需求、商业模式和细分市场"", ""score"": 15.0, ""matched_terms"": [""商业模式"", ""平台经济"", ""新职业""]}, {""id"": ""growth_channels"", ""label"": ""获客与增长渠道"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的低成本获客、销售渠道与市场扩张能力"", ""score"": 12.0, ""matched_terms"": [""电商"", ""营销""]}, {""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 7.0, ""matched_terms"": [""人工智能""]}, {""id"": ""policy_compliance"", ""label"": ""注册、税务与合规"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的注册门槛、税务成本、用工方式和合规风险"", ""score"": 7.0, ""matched_terms"": [""政策"", ""社保""]}]",27,low,estimated,low,{},加强产业和就业协同,OPC 关联路径：创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 创业、小微企业、灵活就业）；商业模式与市场机会：帮助一人公司识别可由个人切入的新需求、商业模式和细分市场（命中 商业模式、平台经济、新职业）；获客与增长渠道：影响一人公司的低成本获客、销售渠道与市场扩张能力（命中 电商、营销）；AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 人工智能）；关联词仅出现在网页正文，缺少标题或摘要主信号，已降级为正文级复核,"[""人工智能"", ""创业"", ""商业模式"", ""小微企业"", ""平台经济"", ""政策"", ""新职业"", ""灵活就业"", ""电商"", ""社保"", ""营销""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
1657,数实融合 在WAIC上探讨全球船海产业数智化发展之路,中国经济网,2026-07-20 08:34,http://www.ce.cn/xwzx/gnsz/gdxw/202607/t20260720_3096232.shtml,full_text,review,69,56,56,medium,case_study,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 29.4, ""matched_terms"": [""AI"", ""人工智能"", ""智能体""]}]",27,low,estimated,low,{},数实融合 在WAIC上探讨全球船海产业数智化发展之路,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能、智能体）,"[""AI"", ""人工智能"", ""智能体""]",[],[],rules
1651,黄金价格跌近30%，牛市终结，还是“中场休息”？,中国经济网,2026-07-20 09:42,http://www.ce.cn/xwzx/gnsz/gdxw/202607/t20260720_3096337.shtml,full_text,review,69,56,61,medium,policy,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 13.0, ""matched_terms"": [""AI"", ""人工智能""]}, {""id"": ""finance_capital"", ""label"": ""融资与经营资金"", ""relation_level"": ""contextual"", ""opc_impact"": ""影响个人创业者获得启动资金、信贷和现金流支持的条件"", ""score"": 4.0, ""matched_terms"": [""利率"", ""货币政策""]}, {""id"": ""policy_compliance"", ""label"": ""注册、税务与合规"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的注册门槛、税务成本、用工方式和合规风险"", ""score"": 3.0, ""matched_terms"": [""政策""]}]",27,low,estimated,low,{},黄金价格跌近30%，牛市终结，还是“中场休息”？,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能）；融资与经营资金：影响个人创业者获得启动资金、信贷和现金流支持的条件（命中 利率、货币政策）；注册、税务与合规：影响一人公司的注册门槛、税务成本、用工方式和合规风险（命中 政策）；关联词仅出现在网页正文，缺少标题或摘要主信号，已降级为正文级复核,"[""AI"", ""人工智能"", ""利率"", ""政策"", ""货币政策""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
1601,独家| Kimi K3震荡美股，有望最快6个月内港股上市,投资界,2026-07-18 14:38,https://news.pedaily.cn/202607/566512.shtml,full_text,review,69,56,61,medium,policy,core,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.0, ""matched_terms"": [""AI"", ""OpenAI"", ""大模型""]}, {""id"": ""finance_capital"", ""label"": ""融资与经营资金"", ""relation_level"": ""contextual"", ""opc_impact"": ""影响个人创业者获得启动资金、信贷和现金流支持的条件"", ""score"": 6.6, ""matched_terms"": [""融资""]}, {""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 6.0, ""matched_terms"": [""创业""]}]",27,low,estimated,low,{},"独家|KimiK3震荡美股，有望最快6个月内港股上市,7月17日月之暗面宣布最强模型KimiK3，参数2.8万亿成全球最大开源模型，在权威测试夺冠，Kimi融资超370亿，正筹备赴港IPO。",直接命中 OPC 主题词：单一股东；OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、OpenAI、大模型）；融资与经营资金：影响个人创业者获得启动资金、信贷和现金流支持的条件（命中 融资）；创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 创业）；存在公司/创业/监管语境,"[""AI"", ""OpenAI"", ""公司"", ""创业"", ""单一股东"", ""大模型"", ""股东"", ""融资""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
