article_id,title,source,publish_time,url,data_quality,decision,relevance_score,priority_score,importance_score,confidence,category,relation_level,relation_paths,heat_score,heat_tier,heat_basis,heat_confidence,article_metrics,core_summary,reason,matched_terms,excluded_terms,action_items,analysis_mode
326,失控的AI智能体，正在抛弃GPU？,创业邦,2026-07-11,https://www.cyzone.cn/article/839591.html,full_text,relevant,85,66,71,high,policy,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 79.6, ""matched_terms"": [""AI"", ""AI编程"", ""OpenAI"", ""大模型"", ""智能体""]}, {""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 13.0, ""matched_terms"": [""创业"", ""创业者""]}]",21,unknown,estimated,low,{},天价AI账单如何解？,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、AI编程、OpenAI、大模型、智能体）；创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 创业、创业者）,"[""AI"", ""AI编程"", ""OpenAI"", ""创业"", ""创业者"", ""大模型"", ""智能体""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
411,从Agent进化到个人成长：错误如何变成系统能力AIGC从0到11小时前,虎嗅,2026-07-16T09:36:46.321666,https://www.huxiu.com/article/4875629.html,title_only,relevant,80,65,65,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 22.4, ""matched_terms"": [""AI"", ""AIGC""]}]",30,low,estimated,low,{},标题信息：从Agent进化到个人成长：错误如何变成系统能力AIGC从0到11小时前,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、AIGC）；原始记录只有标题，不能核实正文细节,"[""AI"", ""AIGC""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
897,21书评｜银行的智能体范式跃迁,21世纪经济报道,2026-07-06 20:57,https://m.21jingji.com/article/20260706/herald/0813643238d0a83e94bf5a783fc4511a.html,full_text,relevant,85,65,70,high,policy_interpretation,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 46.8, ""matched_terms"": [""AI"", ""智能体""]}, {""id"": ""policy_compliance"", ""label"": ""注册、税务与合规"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的注册门槛、税务成本、用工方式和合规风险"", ""score"": 9.0, ""matched_terms"": [""政策"", ""知识产权""]}, {""id"": ""finance_capital"", ""label"": ""融资与经营资金"", ""relation_level"": ""contextual"", ""opc_impact"": ""影响个人创业者获得启动资金、信贷和现金流支持的条件"", ""score"": 5.0, ""matched_terms"": [""利率"", ""融资""]}]",19,unknown,estimated,low,{},特约评论员 夏宁这本由中信出版社出版的《银行转型2035——迈向智能体银行的范式跃迁》，是围绕生成式AI与金融业深度融合而写的一部行业性的前瞻著作。全球银行业正处于一场史无前例的范式转移之中，过去三十...,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、智能体）；注册、税务与合规：影响一人公司的注册门槛、税务成本、用工方式和合规风险（命中 政策、知识产权）；融资与经营资金：影响个人创业者获得启动资金、信贷和现金流支持的条件（命中 利率、融资）,"[""AI"", ""利率"", ""政策"", ""智能体"", ""知识产权"", ""融资""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
922,百亿市场的AI游戏，只是少数人的红利,创业邦,2026-07-09,https://www.cyzone.cn/article/839206.html,full_text,relevant,85,65,70,high,policy,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 40.4, ""matched_terms"": [""AI"", ""人工智能"", ""大模型""]}, {""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 19.0, ""matched_terms"": [""创业"", ""创业者"", ""初创""]}, {""id"": ""growth_channels"", ""label"": ""获客与增长渠道"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的低成本获客、销售渠道与市场扩张能力"", ""score"": 10.0, ""matched_terms"": [""流量"", ""营销""]}, {""id"": ""finance_capital"", ""label"": ""融资与经营资金"", ""relation_level"": ""contextual"", ""opc_impact"": ""影响个人创业者获得启动资金、信贷和现金流支持的条件"", ""score"": 3.0, ""matched_terms"": [""融资""]}]",17,unknown,estimated,low,{},一边吸金，一边消失。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能、大模型）；创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 创业、创业者、初创）；获客与增长渠道：影响一人公司的低成本获客、销售渠道与市场扩张能力（命中 流量、营销）；融资与经营资金：影响个人创业者获得启动资金、信贷和现金流支持的条件（命中 融资）,"[""AI"", ""人工智能"", ""创业"", ""创业者"", ""初创"", ""大模型"", ""流量"", ""营销"", ""融资""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
325,710亿！清华校友携“物理AI第一股”，刚刚敲钟港交所,创业邦,2026-07-08,https://www.cyzone.cn/article/839231.html,full_text,relevant,85,65,65,high,case_study,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 44.4, ""matched_terms"": [""AI"", ""人工智能"", ""大模型"", ""自动化""]}, {""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 12.0, ""matched_terms"": [""创业"", ""初创""]}, {""id"": ""growth_channels"", ""label"": ""获客与增长渠道"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的低成本获客、销售渠道与市场扩张能力"", ""score"": 5.0, ""matched_terms"": [""出海""]}, {""id"": ""finance_capital"", ""label"": ""融资与经营资金"", ""relation_level"": ""contextual"", ""opc_impact"": ""影响个人创业者获得启动资金、信贷和现金流支持的条件"", ""score"": 5.0, ""matched_terms"": [""利率"", ""融资""]}]",17,unknown,estimated,low,{},主流整车厂集体押注。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能、大模型、自动化）；创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 创业、初创）；获客与增长渠道：影响一人公司的低成本获客、销售渠道与市场扩张能力（命中 出海）；融资与经营资金：影响个人创业者获得启动资金、信贷和现金流支持的条件（命中 利率、融资）,"[""AI"", ""人工智能"", ""出海"", ""创业"", ""初创"", ""利率"", ""大模型"", ""自动化"", ""融资""]",[],[],rules
960,英特尔与Google Cloud宣布深化战略合作,36氪,2026-07-17 13:48,https://36kr.com/newsflashes/3899315459081856,full_text,relevant,79,64,64,high,case_study,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 16.8, ""matched_terms"": [""AI"", ""智能体""]}, {""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 13.0, ""matched_terms"": [""创业"", ""创业者""]}, {""id"": ""finance_capital"", ""label"": ""融资与经营资金"", ""relation_level"": ""contextual"", ""opc_impact"": ""影响个人创业者获得启动资金、信贷和现金流支持的条件"", ""score"": 3.0, ""matched_terms"": [""融资""]}]",30,low,estimated,low,{},英特尔与Google Cloud宣布深化双方多年战略合作，通过部署Gemini Enterprise和Google Cloud，加速英特尔全公司范围的数字化转型。英特尔计划将Gemini驱动的先进生成式AI应用于全球员工日常工作，帮助其扩展各项能力，并强化工程、供应链及企业运营领域的工作流。Google Cloud高度可扩展的基础设施还将增强英特尔的半导体开发环境，引入定制化的智能体工作流，缩短芯片设计周期，提升跨部门协同效率。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、智能体）；创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 创业、创业者）；融资与经营资金：影响个人创业者获得启动资金、信贷和现金流支持的条件（命中 融资）,"[""AI"", ""创业"", ""创业者"", ""智能体"", ""融资""]",[],[],rules
1039,《国际人工智能伦理治理行动计划》发布,界面新闻,2026-07-17T14:41:34.527209,https://www.jiemian.com/article/14783011.html,full_text,relevant,85,63,68,high,policy,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 30.8, ""matched_terms"": [""人工智能""]}, {""id"": ""policy_compliance"", ""label"": ""注册、税务与合规"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的注册门槛、税务成本、用工方式和合规风险"", ""score"": 3.0, ""matched_terms"": [""政策""]}]",12,unknown,estimated,low,{},17日，在上海举行的2026世界人工智能大会暨人工智能全球治理高级别会议上，工业和信息化部会同有关方面共同指导发布《国际人工智能伦理治理行动计划》，为全球人工智能治理贡献了兼具原则性与可操作性的行动框架。行动计划是中国面向国际社会提供的重要公共产品，在联合国《未来契约》及其附件《全球数字契约》的框架下，围绕人工智能全生命周期伦理治理、风险分类分级防控、敏捷治理机制建设、产业链协同生态培育、社会氛围营造等方向，呼吁各国结合自身实际积极行动，本着共商共建共享的原则加强政策协调与实践合作。厚植治理生态土壤，推动产业链各主体明确权责边界，鼓励可解释性、隐私保护、偏见矫正等伦理治理技术的研发与开源共享，同时推动科技伦理教育融入国民教育体系，切实保障妇女、儿童、老年人、残障人士等弱势群体权益，弥合数字鸿沟。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 人工智能）；注册、税务与合规：影响一人公司的注册门槛、税务成本、用工方式和合规风险（命中 政策）,"[""人工智能"", ""政策""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
1028,魔法原子与阿里旗下跨境零售平台速卖通达成独家战略合作,界面新闻,2026-07-17T14:41:34.518321,https://www.jiemian.com/article/14783216.html,full_text,relevant,85,63,63,high,news,operational,"[{""id"": ""growth_channels"", ""label"": ""获客与增长渠道"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的低成本获客、销售渠道与市场扩张能力"", ""score"": 41.8, ""matched_terms"": [""出海"", ""电商"", ""跨境电商""]}]",12,unknown,estimated,low,{},7月17日，魔法原子MagicLab与阿里巴巴旗下跨境零售平台速卖通（AliExpress）共同宣布达成独家战略合作。据悉，魔法原子正式加入速卖通“Brand+”超级品牌出海计划，速卖通成为其国际化路径上签约的首家跨境电商平台。,OPC 关联路径：获客与增长渠道：影响一人公司的低成本获客、销售渠道与市场扩张能力（命中 出海、电商、跨境电商）,"[""出海"", ""电商"", ""跨境电商""]",[],[],rules
1022,文远知行发布物理AI大模型WITT,界面新闻,2026-07-17T14:41:34.512744,https://www.jiemian.com/article/14783426.html,full_text,relevant,85,63,63,high,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 47.4, ""matched_terms"": [""AI"", ""大模型""]}]",12,unknown,estimated,low,{},7月17日消息，界面新闻获悉文远知行在WAIC现场发布文远知行物理AI认知基础大模型WIIT，从真实世界中。提出最小物理事实单元（Physical Fact）这一理念，将连续变化的真实场景拆解为可被识别和验证的事实单元，构建以物理事实为核心的AI理解框架，包括事实提取、事实推理、事实验证、事实编排等四个能力。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、大模型）,"[""AI"", ""大模型""]",[],[],rules
653,AI拟人化新规正式落地,i黑马,2026-07-16T09:37:05.771722,https://www.iheima.com/article-399616.html,full_text,relevant,85,63,68,high,policy,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 41.4, ""matched_terms"": [""AI"", ""人工智能"", ""智能体""]}, {""id"": ""policy_compliance"", ""label"": ""注册、税务与合规"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的注册门槛、税务成本、用工方式和合规风险"", ""score"": 22.0, ""matched_terms"": [""新规"", ""监管法规""]}]",12,unknown,estimated,low,{},7月15日，国内首部针对AI情感陪伴、虚拟伴侣等拟人化互动场景的国家级监管法规《人工智能拟人化互动服务管理暂行办法》正式施行。日前，豆包、千问相继宣布于7月15日（即新规生效之日）关停用户自建智能体功能，腾讯元宝也已在6月30日下线类似功能。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能、智能体）；注册、税务与合规：影响一人公司的注册门槛、税务成本、用工方式和合规风险（命中 新规、监管法规）,"[""AI"", ""人工智能"", ""新规"", ""智能体"", ""监管法规""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
497,货币政策将有这些动作！央行重磅发声,界面新闻,2026-07-16T09:36:48.899914,https://www.jiemian.com/article/14769708.html,full_text,relevant,85,63,68,high,policy,contextual,"[{""id"": ""finance_capital"", ""label"": ""融资与经营资金"", ""relation_level"": ""contextual"", ""opc_impact"": ""影响个人创业者获得启动资金、信贷和现金流支持的条件"", ""score"": 19.8, ""matched_terms"": [""利率"", ""融资"", ""货币政策""]}, {""id"": ""policy_compliance"", ""label"": ""注册、税务与合规"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的注册门槛、税务成本、用工方式和合规风险"", ""score"": 13.2, ""matched_terms"": [""政策""]}, {""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 8.0, ""matched_terms"": [""小微企业""]}]",12,unknown,estimated,low,{},央行将根据宏观经济运行情况、物价走势和宏观调控的需要，引导调控好利率水平，促进社会综合融资成本低位运行。,OPC 关联路径：融资与经营资金：影响个人创业者获得启动资金、信贷和现金流支持的条件（命中 利率、融资、货币政策）；注册、税务与合规：影响一人公司的注册门槛、税务成本、用工方式和合规风险（命中 政策）；创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 小微企业）,"[""利率"", ""小微企业"", ""政策"", ""融资"", ""货币政策""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
443,苹果AI用起来怎么样？我们用美版iPhone提前试了试Siri AI 迎来了“史诗级进步”爱范儿13小时前,虎嗅,2026-07-16T09:36:46.356832,https://www.huxiu.com/article/4875561.html,title_only,relevant,76,62,62,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",30,low,estimated,low,{},标题信息：苹果AI用起来怎么样？我们用美版iPhone提前试了试Siri AI 迎来了“史诗级进步”爱范儿13小时前,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
412,AI和电车又买爆一种元器件，华尔街和华强北都在抢环球零碳14小时前,虎嗅,2026-07-16T09:36:46.321666,https://www.huxiu.com/article/4875547.html,title_only,relevant,76,62,62,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",30,low,estimated,low,{},标题信息：AI和电车又买爆一种元器件，华尔街和华强北都在抢环球零碳14小时前,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
410,当AI袭来，桑德伯格告诫“不要用旧地图为自己写人生的长期剧本”纪中展讲决策©1小时前,虎嗅,2026-07-16T09:36:46.320663,https://www.huxiu.com/article/4875643.html,title_only,relevant,76,62,62,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",30,low,estimated,low,{},标题信息：当AI袭来，桑德伯格告诫“不要用旧地图为自己写人生的长期剧本”纪中展讲决策©1小时前,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
1051,千万粉丝博主影视飓风49元卖AI课，一天售出超10万份,界面新闻,2026-07-17T14:41:34.555428,https://www.jiemian.com/article/14782599.html,full_text,relevant,85,62,62,high,case_study,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 33.4, ""matched_terms"": [""AI"", ""大模型""]}, {""id"": ""growth_channels"", ""label"": ""获客与增长渠道"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的低成本获客、销售渠道与市场扩张能力"", ""score"": 15.0, ""matched_terms"": [""流量"", ""短视频"", ""自媒体""]}, {""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 6.0, ""matched_terms"": [""工作室""]}, {""id"": ""market_opportunity"", ""label"": ""商业模式与市场机会"", ""relation_level"": ""contextual"", ""opc_impact"": ""帮助一人公司识别可由个人切入的新需求、商业模式和细分市场"", ""score"": 6.0, ""matched_terms"": [""知识付费""]}]",10,unknown,estimated,low,{},影视飓风此前其推出的49元视频剪辑课程同样取得了销量突破10万份的成绩。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、大模型）；获客与增长渠道：影响一人公司的低成本获客、销售渠道与市场扩张能力（命中 流量、短视频、自媒体）；创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 工作室）；商业模式与市场机会：帮助一人公司识别可由个人切入的新需求、商业模式和细分市场（命中 知识付费）,"[""AI"", ""大模型"", ""工作室"", ""流量"", ""知识付费"", ""短视频"", ""自媒体""]",[],[],rules
1048,直播2026世界人工智能大会暨人工智能全球治理高级别会议主论坛,界面新闻,2026-07-17T14:41:34.554374,https://www.jiemian.com/videoLive/AGICNwhgB28=.html,full_text,relevant,85,62,67,high,policy,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 51.8, ""matched_terms"": [""AI"", ""人工智能"", ""大模型"", ""智能体""]}, {""id"": ""policy_compliance"", ""label"": ""注册、税务与合规"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的注册门槛、税务成本、用工方式和合规风险"", ""score"": 3.0, ""matched_terms"": [""政策""]}, {""id"": ""finance_capital"", ""label"": ""融资与经营资金"", ""relation_level"": ""contextual"", ""opc_impact"": ""影响个人创业者获得启动资金、信贷和现金流支持的条件"", ""score"": 2.0, ""matched_terms"": [""货币政策""]}]",10,unknown,estimated,low,{},界面新闻是中国具有影响力的原创财经新媒体，以财经、商业新闻为核心，布局近40个内容频道，旗下同时拥有正午故事、箭厂视频、歪楼等数个知名新媒体品牌。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能、大模型、智能体）；注册、税务与合规：影响一人公司的注册门槛、税务成本、用工方式和合规风险（命中 政策）；融资与经营资金：影响个人创业者获得启动资金、信贷和现金流支持的条件（命中 货币政策）,"[""AI"", ""人工智能"", ""大模型"", ""政策"", ""智能体"", ""货币政策""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
1042,详讯｜习近平出席2026世界人工智能大会暨人工智能全球治理高级别会议开幕式并发表主旨讲话,界面新闻,2026-07-17T14:41:34.551577,https://www.jiemian.com/article/14782559.html,full_text,relevant,85,62,67,high,policy,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 30.8, ""matched_terms"": [""人工智能""]}, {""id"": ""policy_compliance"", ""label"": ""注册、税务与合规"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的注册门槛、税务成本、用工方式和合规风险"", ""score"": 3.0, ""matched_terms"": [""政策""]}]",10,unknown,estimated,low,{},7月17日上午，国家主席习近平在上海世界会客厅出席2026世界人工智能大会暨人工智能全球治理高级别会议开幕式并发表主旨讲话。高度重视人工智能引发的各类内生和衍生风险，推动构建法律法规、技术监测、风险预警、应急响应体系，筑牢安全底线，防范滥用恶用，确保人工智能始终处于人类控制之下。同时，中国坚持发展和安全并重，不断完善相关法律法规、政策制度、应用规范、伦理准则，确保人工智能安全、可靠、可控。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 人工智能）；注册、税务与合规：影响一人公司的注册门槛、税务成本、用工方式和合规风险（命中 政策）,"[""人工智能"", ""政策""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
1041,习近平在2026世界人工智能大会暨人工智能全球治理高级别会议开幕式上的主旨讲话（全文）,界面新闻,2026-07-17T14:41:34.543327,https://www.jiemian.com/article/14782588.html,full_text,relevant,85,62,67,high,policy,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 30.8, ""matched_terms"": [""人工智能""]}, {""id"": ""policy_compliance"", ""label"": ""注册、税务与合规"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的注册门槛、税务成本、用工方式和合规风险"", ""score"": 3.0, ""matched_terms"": [""政策""]}]",10,unknown,estimated,low,{},——在2026世界人工智能大会暨人工智能全球治理高级别会议开幕式上的主旨讲话 70年前，一群年轻学者在美国新罕布什尔州达特茅斯会议上首次提出人工智能概念。要高度重视人工智能引发的各类内生和衍生风险，推动构建法律法规、技术监测、风险预警、应急响应体系，筑牢安全底线，防范滥用恶用，确保人工智能始终处于人类控制之下。同时，中国始终坚持发展和安全并重，把握人工智能发展趋势和规律，不断完善相关法律法规、政策制度、应用规范、伦理准则，确保人工智能安全、可靠、可控，让人工智能这匹千里马既跑得快又跑得稳。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 人工智能）；注册、税务与合规：影响一人公司的注册门槛、税务成本、用工方式和合规风险（命中 政策）,"[""人工智能"", ""政策""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
1036,2026世界人工智能大会暨人工智能全球治理高级别会议主席声明（全文）,界面新闻,2026-07-17T14:41:34.527209,https://www.jiemian.com/article/14783060.html,full_text,relevant,85,62,67,high,policy,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 45.8, ""matched_terms"": [""人工智能"", ""大模型"", ""智能体""]}, {""id"": ""policy_compliance"", ""label"": ""注册、税务与合规"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的注册门槛、税务成本、用工方式和合规风险"", ""score"": 10.0, ""matched_terms"": [""个人信息"", ""知识产权""]}, {""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 6.0, ""matched_terms"": [""创业""]}]",10,unknown,estimated,low,{},人工智能具有鲜明赋能属性，应当积极推广“人工智能+”模式，激发全球创新活力，探索全新科研范式，打造智能经济新形态，培育以大模型为基础、智能体驱动为引领的词元经济新模式，协同推进传统产业的改造升级、新兴产业的培育壮大和未来产业的谋篇布局，推进人工智能在科学、教育、工业、农业、卫生、交通、气候、环境、政务等领域的应用。应当以负责任的方式鼓励共建开源生态，积极打造开放包容的国际开源社区，尊重企业自主选择，在重视知识产权保护的前提下，促进人工智能研究成果和技术经验的分享，提升人工智能技术和服务的可及性。六、关注人工智能技术对社会转型的影响，系统评估和应对人工智能对就业结构的冲击，发挥人工智能在创造就业岗位方面的潜能，积极开展人工智能教育和技能培训，激发全社会创新创业活力，切实维护劳动者的权利和尊严，构建更有温度的智能社会。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 人工智能、大模型、智能体）；注册、税务与合规：影响一人公司的注册门槛、税务成本、用工方式和合规风险（命中 个人信息、知识产权）；创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 创业）,"[""个人信息"", ""人工智能"", ""创业"", ""大模型"", ""智能体"", ""知识产权""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
1030,千问推进硬件布局，WAIC 上展出首款AI智能体耳机,界面新闻,2026-07-17T14:41:34.523096,https://www.jiemian.com/article/14783139.html,full_text,relevant,85,62,62,high,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 82.6, ""matched_terms"": [""AI"", ""人工智能"", ""智能体""]}]",10,unknown,estimated,low,{},2026世界人工智能大会首日，千问推出首款AI智能体耳机。该耳机采用耳夹式设计，将千问AI助手能力融入耳机，支持同声传译、会议纪要、健康记录等功能。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能、智能体）,"[""AI"", ""人工智能"", ""智能体""]",[],[],rules
